time_ns,iq_count,event,phy_state,rxi_state,rate,len,byte_count,byte,fc_di,addr1,addr2,addr3,block,block_valid,m_axis_data,m_axis_last,rxi_sig_valid,rxi_reg5,rxi_reg6,rxi_start,rxi_start_m_axis,rxi_monitor_words,rxi_axis_words
76685000,1511,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76695000,1511,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76705000,1511,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76715000,1511,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76725000,1512,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76735000,1512,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76745000,1512,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76755000,1512,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76765000,1512,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76775000,1513,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76785000,1513,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76795000,1513,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76805000,1513,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76815000,1513,addr1,12,3,80,104,10,a6,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
76825000,1514,addr1,12,3,80,104,10,00,2e000204,a637cd086000,000000000000,000000000000,0,0,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
87755000,1732,filter,12,3,80,104,22,af,2e000204,a637cd086000,f13c01d62000,af3bad086000,0,1,0000000000000031,0,0,00000025,ffff0000,0,0,15,14
87765000,1732,rxi_state,12,4,80,104,22,af,2e000204,a637cd086000,f13c01d62000,af3bad086000,0,0,0000000000000031,0,0,00000025,ffff0000,1,1,15,14
167785000,3333,fcs,16,4,80,104,0,0f,2e000204,a637cd086000,f13c01d62000,af3bad086000,0,0,6165727420657720,0,0,00000025,ffff0000,0,0,15,14
167845000,3334,rxi_state,1,0,80,104,0,0f,2e000204,a637cd086000,f13c01d62000,af3bad086000,0,0,8105483500000000,0,0,00000025,ffff0000,0,0,15,14
